equipmentId,equipmentName,pointId,statusRequired
QH1-O-P12E04,P3701B汽提塔给料泵B,QH1-O-P12,YES
QH1-O-P12E05,E3703废水取样冷却器,QH1-O-P12,YES
QH1-O-P12E06,E3704废水取样冷却器,QH1-O-P12,YES
QH1-O-P12E07,P3971A碱泵A,QH1-O-P12,YES
QH1-O-P12E08,P3971B碱泵B,QH1-O-P12,YES
QH1-O-P12E09,P3972A酸泵A,QH1-O-P12,YES
QH1-O-P12E10,P3972B酸泵A,QH1-O-P12,YES
QH1-O-P12E11,T3971碱罐,QH1-O-P12,NO
QH1-O-P12E12,T3972酸罐,QH1-O-P12,NO
QH1-O-P13E01,V3702地下槽,QH1-O-P13,NO
QH1-O-P13E02,P3708A排水泵A,QH1-O-P13,YES
QH1-O-P13E03,P3708B排水泵B,QH1-O-P13,YES
QH1-O-P13E04,P3709A泥浆罐底部泵A,QH1-O-P13,YES
QH1-O-P13E05,P3709B泥浆罐底部泵B,QH1-O-P13,YES
QH1-O-P14E01,P3710絮凝剂加药泵,QH1-O-P14,YES
QH1-O-P14E02,P3710S絮凝剂加药备用泵,QH1-O-P14,YES
QH1-O-P14E03,P3711絮凝剂加药泵,QH1-O-P14,YES
QH1-O-P14E04,P3712A助凝剂加药泵,QH1-O-P14,NO
QH1-O-P14E05,P3712A助凝剂加药泵备泵,QH1-O-P14,NO
QH1-O-P14E06,A3701絮凝剂加药槽,QH1-O-P14,YES
QH1-O-P14E07,A3702助凝剂配置罐,QH1-O-P14,YES
QH1-O-P14E08,S3704滤饼离心机,QH1-O-P14,NO
QH1-O-P14E09,M3701澄清槽搅拌器,QH1-O-P14,NO
QH1-O-P14E10,M3702澄清槽清扫耙,QH1-O-P14,NO
QH1-O-P14E11,M3703沉降槽清扫耙,QH1-O-P14,NO
QH1-O-P15E01,P3702A滤液泵A,QH1-O-P15,YES
QH1-O-P15E02,P3702B滤液泵B,QH1-O-P15,YES
QH1-O-P15E03,T3703滤液收集罐,QH1-O-P15,NO
QH1-O-P16E01,P3951A凝液泵A,QH1-O-P16,YES
QH1-O-P16E02,P3951B凝液泵B,QH1-O-P16,YES
QH1-O-P16E03,PK3901凝液除铁器,QH1-O-P16,NO
QH1-O-P16E04,E3952凝液取样冷却器,QH1-O-P16,NO
QH1-O-P16E05,V3951A/B凝液闪蒸罐A/B,QH1-O-P16,NO
QH1-C-P01E01,火炬、天然气调压站,QH1-C-P01,NO
QH1-C-P02E01,IG泵房,QH1-C-P02,NO
QH1-C-P03E01,地下凝液罐,QH1-C-P03,NO
QH1-C-P04E01,灰库及捞渣机,QH1-C-P04,NO
QH1-C-P05E01,P3304调和水泵房,QH1-C-P05,NO
QH1-C-P06E01,U3400泵房,QH1-C-P06,NO
QH1-C-P07E01,磨煤区域,QH1-C-P07,NO
QH1-C-P08E01,K3301激冷气压缩机,QH1-C-P08,NO
QH1-C-P09E01,U3900泵房,QH1-C-P09,NO
QH1-C-P10E01,U3700泵房,QH1-C-P10,NO
QH1-C-P11E01,U3600泵房,QH1-C-P11,NO
QH1-C-P12E01,酸碱罐区域,QH1-C-P12,NO
QH1-C-P13E01,P3709泵房,QH1-C-P13,NO
QH1-C-P14E01,加药泵,QH1-C-P14,NO
QH1-C-P15E01,滤饼房,QH1-C-P15,NO
QH1-C-P16E01,凝液泵房,QH1-C-P16,NO
